geth	ethereum/go-ethereum	v1.17.5	9621c6ad10934a01b5514886fb6fbd87640b6c05
reth	paradigmxyz/reth	v2.5.0	189c0df32617afc488e0f091dbface1bd72cceb4
besu	besu-eth/besu	26.7.1	49026aaf059f832a93f964d8d27191de2f0580e9
nethermind	NethermindEth/nethermind	1.39.3	28cbe2a0ae28373f66abdc584f3eaf21516e84b3
erigon	erigontech/erigon	v3.5.5	2e779ab0eeb0fcfe14ecea0ab669d434c4011426
